Year,Site,Latitude,Longitude,Habitat,Deployed,Collected,Month,File Name,Validation 
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_205000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_205500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_210000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_210500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_211000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_211500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_212000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_212500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_213000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_213500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_214000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_214500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_215000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_215500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_220000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_220500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_221000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_221500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_222000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_222500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_223000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_223500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_224000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_224500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_225000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_225500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_230000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_230500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_231000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_231500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_232000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_232500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_233000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_233500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_234000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_234500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_235000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230210_235500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_000000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_000500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_001000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_001500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_002000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_002500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_003000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_003500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_004000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_004500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_005000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_005500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_010000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_010500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_011000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_011500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_012000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_012500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_013000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_013500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_014000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_014500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_015000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_015500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_020000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_020500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_021000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_021500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_022000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_022500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_023000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_023500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_024000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_024500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_025000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_025500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_030000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_030500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_031000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_031500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_032000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_032500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_033000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_033500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_034000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_034500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_035000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_035500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_040000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_040500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_041000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_041500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_042000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_042500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_043000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_043500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_044000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_044500.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_045000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_045500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_050000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_050500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_051000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_051500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_052000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_052500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_053000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_053500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_054000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_054500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_055000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_055500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_060000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_182000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_182500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_183000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_183500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_184000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_184500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_185000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_185500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_190000.WAV,1
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_190500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_191000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_191500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_192000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_192500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_193000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_193500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_194000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_194500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_195000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_195500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_200000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_200500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_201000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_201500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_202000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_202500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_203000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_203500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_204000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_204500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_205000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_205500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_210000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_210500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_211000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_211500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_212000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_212500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_213000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_213500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_214000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_214500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_215000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_215500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_220000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_220500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_221000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_221500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_222000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_222500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_223000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_223500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_224000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_224500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_225000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_225500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_230000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_230500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_231000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_231500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_232000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_232500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_233000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_233500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_234000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_234500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_235000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230211_235500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_000000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_000500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_001000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_001500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_002000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_002500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_003000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_003500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_004000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_004500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_005000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_005500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_010000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_010500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_011000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_011500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_012000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_012500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_013000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_013500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_014000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_014500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_015000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_015500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_020000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_020500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_021000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_021500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_022000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_022500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_023000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_023500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_024000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_024500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_025000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_025500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_030000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_030500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_031000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_031500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_032000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_032500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_033000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_033500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_034000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_034500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_035000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_035500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_040000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_040500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_041000.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_041500.WAV,0
2023,TU1,-2.088716,-47.49881,Pasture,10/02/2023,17/02/2023,2,20230212_042000.WAV,0
